icao,name,municipality,iso_country,type
YBLU,Bellevue Airport,,AU,small_airport
YBMA,Mount Isa Airport,Mount Isa,AU,medium_airport
YBMD,Bloomfield River Airport,,AU,small_airport
YBMG,Bermagui - Dickinson Oval HLS,Bermagui,AU,heliport
YBMI,Boomi Airport,,AU,small_airport
YBMK,Mackay Airport,Mackay,AU,medium_airport
YBMM,Bamawm Airport,,AU,small_airport
YBMR,Barmera Airport,,AU,small_airport
YBMY,Bamyili Airport,Barunga,AU,small_airport
YBNA,Ballina Byron Gateway Airport,Ballina,AU,medium_airport
YBNC,Bannockburn Airport,,AU,small_airport
YBND,Bendick Murrell Airstrip,Bendick Murrell,AU,small_airport
YBNM,Benmara Airport,,AU,small_airport
YBNR,Browns Range Airport,,AU,small_airport
YBNS,Bairnsdale Airport,Bairnsdale,AU,medium_airport
YBNY,Brunchilly Airport,,AU,small_airport
YBOA,Boonah Airport,,AU,small_airport
YBOC,Booleroo Centre Airport,,AU,small_airport
YBOD,Bodalla Airport,,AU,small_airport
YBOG,Boggabri Airport,,AU,small_airport
YBOI,Boigu Island Airport,Boigu Island,AU,small_airport
YBOK,Oakey Army Aviation Centre,,AU,medium_airport
YBOM,Bombala Airport,,AU,small_airport
YBOP,Boyup Brook Airport,,AU,small_airport
YBOR,Bordertown Airport,Bordertown,AU,small_airport
YBOT,Boatman Airport,,AU,small_airport
YBOU,Boulia Airport,,AU,medium_airport
YBOV,Border Village Airport,Border Village,AU,small_airport
YBOW,Mount Barrow Helicopter Landing Site,Nunamara,AU,heliport
YBOY,Booylgoo Springs Airport,,AU,small_airport
YBPI,Brampton Island Airport,,AU,small_airport
YBPK,"Melbourne Heliport, Batman Park",Melbourne,AU,heliport
YBPN,Proserpine Whitsunday Coast Airport,Proserpine,AU,medium_airport
YBRA,Benambra Airport,,AU,small_airport
YBRC,Barrow Creek Airport,,AU,small_airport
YBRJ,Burren Junction Airport,,AU,small_airport
YBRK,Rockhampton Airport,Rockhampton,AU,medium_airport
YBRL,Borroloola Airport,,AU,small_airport
YBRM,Broome International Airport,Broome,AU,large_airport
YBRN,Balranald Airport,,AU,medium_airport
YBRO,Bruce Rock Airport,,AU,small_airport
YBRS,Barwon Heads Airport,Connewarre,AU,small_airport
YBRU,Brunette Downs Airport,,AU,small_airport
YBRW,Brewarrina Airport,,AU,medium_airport
YBRY,Barimunya Airport,,AU,small_airport
YBSG,RAAF Base Scherger,Mission River,AU,small_airport
YBSP,Bond Springs Airport,Burt Plain,AU,small_airport
YBSR,Blackstone Airport,,AU,small_airport
YBSS,Bacchus Marsh Airport,Bacchus Marsh,AU,small_airport
YBSU,Sunshine Coast Airport,Maroochydore,AU,large_airport
YBTH,Bathurst Airport,Bathurst,AU,medium_airport
YBTI,Bathurst Island Airport,Wurrumiyanga,AU,medium_airport
YBTK,Bentinck Island Airport,,AU,small_airport
YBTL,Townsville Airport / RAAF Base Townsville,Townsville,AU,medium_airport
YBTN,Barton Siding Airport,,AU,small_airport
YBTR,Blackwater Airport,,AU,medium_airport
YBTS,Battery Downs Airport,,AU,small_airport
YBTT,Buttabone Airport,,AU,small_airport
YBTV,Batavia Downs Airport,,AU,small_airport
YBUA,Bundarra Airport,,AU,small_airport
YBUD,Bundaberg Airport,Bundaberg,AU,medium_airport
YBUG,Bulga Downs Station Airport,,AU,small_airport
YBUI,Northwest Regional Hospital Helipad,Burnie,AU,heliport
YBUL,Bulgunnia Airport,Bulgunnia,AU,small_airport
YBUN,Bunbury Airport,,AU,small_airport
YBUP,Bunyip Airport,,AU,small_airport
YBUT,Butheroo Station Airport,Butheroo,AU,small_airport
YBUU,Bungle Heliport,Bungle Bungle,AU,heliport
YBUX,Bulleringa Airport,,AU,small_airport
YBUY,Bunyan Airfield,,AU,small_airport
YBVA,Balaklava Airport,,AU,small_airport
YBVL,Blackville Airport,,AU,small_airport
YBVY,Bullo River Valley Airport,,AU,small_airport
YBWG,Bronzewing Airport,,AU,small_airport
YBWI,Burdekin Falls Dam Airport,,AU,small_airport
YBWM,Bulimba Airport,,AU,small_airport
YBWN,Bowen Airport,Bowen,AU,small_airport
YBWO,Bowen Downs Airport,Upper Cornish Creek,AU,small_airport
YBWP,Weipa Airport,Weipa,AU,medium_airport
YBWR,Bolwarra Airport,,AU,small_airport
YBWS,Browse Island Heliport,,AU,heliport
YBWT,Bowthorn Airport,,AU,small_airport
YBWW,Toowoomba Wellcamp Airport,Toowoomba,AU,large_airport
YBWX,Barrow Island Airport,,AU,small_airport
YBYA,Bryah Airport,,AU,small_airport
YBYD,Bonney Downs Station Airport,,AU,small_airport
YBYI,Bruny Island Airport,,AU,small_airport
YBYL,Baryulgil Airstrip,Baryulgil,AU,small_airport
YBYO,Brymaroo Airfield,Brymaroo,AU,heliport
YBYR,Byrock Airport,Byrock,AU,small_airport
YBYS,Beverley Springs Airport,Wunaamin Miliwundi Ranges,AU,small_airport
YBYW,Bayswater Airport,,AU,small_airport
YCAB,Caboolture Airport,Caboolture,AU,small_airport
YCAC,Cattle Creek Airport,,AU,small_airport
YCAE,Campbell Town Airport,Campbell Town,AU,small_airport
YCAG,Caiguna Airport,,AU,small_airport
YCAH,Coolah Airport,,AU,small_airport
YCAI,Callion Airport,,AU,small_airport
YCAJ,Cadjebut Airport,,AU,small_airport
YCAL,Castlemaine Airport,,AU,small_airport
YCAM,Cannington Station Airport,,AU,small_airport
YCAN,Cannon Hill Community Airport,Cannon Hill,AU,small_airport
YCAR,Carnarvon Airport,Carnarvon,AU,medium_airport
YCAS,Casino Airport,,AU,small_airport
YCBA,Cobar Airport,,AU,medium_airport
YCBB,Coonabarabran Airport,,AU,medium_airport
YCBE,Canobie Airport,Canobie,AU,small_airport
YCBG,Cambridge Aerodrome,Cambridge,AU,small_airport
YCBH,Cairns Base Hospital Heliport.,Cairns,AU,heliport
YCBN,Cape Barren Island Airport,Cape Barren Island,AU,small_airport
YCBO,Cape Borda Airport,,AU,small_airport
YCBP,Coober Pedy Airport,Coober Pedy,AU,medium_airport
YCBR,Collarenebri Airport,,AU,small_airport
YCCA,Chinchilla Airport,Chinchilla,AU,medium_airport
YCCF,Cape Crawford Airport,McArthur,AU,small_airport
YCCK,Canteen Creek Airport,,AU,small_airport
YCCT,Coconut Island Airport,,AU,small_airport
YCCY,Cloncurry Airport,Cloncurry,AU,medium_airport
YCDB,Coondambo Airport,Glendambo,AU,small_airport
YCDE,Cobden airport,Camperdown,AU,small_airport
YCDH,Cadney Homestead Airport,Coober Pedy,AU,small_airport
YCDL,Cradle Mountain Helipad,Middlesex,AU,heliport
YCDO,Condobolin Airport,,AU,small_airport
YCDR,Caloundra Airport,Caloundra,AU,small_airport
YCDS,Childers Airport,,AU,small_airport
YCDT,Carandotta Airport,,AU,small_airport
YCDU,Ceduna Airport,,AU,medium_airport
YCDV,Caldervale Station Airport,,AU,small_airport
YCEE,Cleve Airport,,AU,medium_airport
YCEL,Capella Airport,Capella,AU,small_airport
YCEM,Coldstream Airport,Coldstream,AU,small_airport
YCES,Ceres Airport,,AU,small_airport
YCFD,Camfield Airport,,AU,small_airport
YCFH,Clifton Hills Airport,Clifton Hills,AU,small_airport
YCFL,Cape Flattery Airport,,AU,small_airport
YCFN,Clifton Airport,,AU,small_airport
YCFS,Coffs Harbour Airport,Coffs Harbour,AU,medium_airport
YCGH,Clonagh Airport,,AU,small_airport
YCGI,Carnegie Station Airport,,AU,small_airport
YCGL,Cungelella Airport,Mantuan Downs,AU,small_airport
YCGO,Chillagoe Airport,Chillagoe,AU,small_airport
YCHB,Cherrabah Airport,Cherrabah Homestead Resort,AU,small_airport
YCHI,Cape Shield (Djarrakpi) Airport,East Arnhem,AU,small_airport
YCHK,Christmas Creek Airport,Christmas Creek Mine,AU,small_airport
YCHL,Charlton Airport,Charlton,AU,small_airport
YCHR,Childra Airport,,AU,small_airport
YCHT,Charters Towers Airport,,AU,small_airport
YCIG,Corrigin Airport,,AU,small_airport
YCIN,RAAF Base Curtin,Derby,AU,medium_airport
YCJU,Conjuboy Airport,,AU,small_airport
YCKA,Curdimurka Airport,,AU,small_airport
YCKD,Clarke Island Airport,Cape Barren Island,AU,small_airport
YCKI,Croker Island Airport,,AU,small_airport
YCKN,Cooktown Airport,,AU,medium_airport
YCKY,Cocklebiddy Airport,,AU,small_airport
YCLA,Clare Station Airport,,AU,small_airport
YCLB,Claremont Airbase,Brukunga,AU,small_airport
YCLE,Callendale Airport,,AU,small_airport
YCLG,Coolgardie Airport,Coolgardie,AU,small_airport
YCLM,Collymongle Airport,,AU,small_airport
YCLQ,Cape Leveque Airport,Dampier Peninsula,AU,small_airport
YCLT,Collector Airport,,AU,small_airport
YCLY,Coleambally Airport,,AU,small_airport
YCMB,Cambooya Airfield,Cambooya,AU,small_airport
YCMH,Camden Haven Airport,,AU,small_airport
YCMK,Camel Creek Airport,,AU,small_airport
YCMM,Cummins Town Airport,,AU,small_airport
YCMT,Clermont Airport,,AU,medium_airport
YCMU,Cunnamulla Airport,,AU,medium_airport
YCMW,Camooweal Airport,,AU,small_airport
YCNA,Corona Station Airport,,AU,small_airport
YCNF,Camp Nifty Airport,,AU,small_airport
YCNG,Cooranga Airport,,AU,small_airport
YCNH,Carnarmah Airport,Carnarmah,AU,small_airport
YCNK,Cessnock Airport,,AU,small_airport
YCNM,Coonamble Airport,,AU,medium_airport
YCNN,Coonana Airport,,AU,small_airport
YCNO,Conargo Airport,,AU,small_airport
YCNQ,Coonawarra Airport,,AU,small_airport
YCNR,Cann River Airport,,AU,small_airport
YCNS,Coniston Airport,,AU,small_airport
YCNX,Cooranga Airport,,AU,small_airport
YCNY,Century Mine Airport,,AU,small_airport
YCOD,Cordillo Downs Airport,Cordillo Downs,AU,small_airport
YCOE,Coen Airport,Coen,AU,medium_airport
YCOF,Coffin Bay Airport,Coffin Bay,AU,small_airport
YCOG,Coongan Airport,,AU,small_airport
YCOH,Cohuna Airport,,AU,small_airport
YCOI,Collie Airport,Collie,AU,small_airport
YCOM,Cooma Snowy Mountains Airport,Cooma,AU,medium_airport
YCOO,Cooinda Airport,,AU,small_airport
YCOR,Corowa Airport,,AU,medium_airport
YCOS,Cosmo Newbery Airport,Cosmo Newbery,AU,small_airport
YCOY,Coral Bay Airport,Lyndon,AU,small_airport
YCPD,Cape Don Airport,,AU,small_airport
YCPG,Coppins Gap Airport,,AU,small_airport
YCPH,Copper Hills Airstrip,Evelyn Downs,AU,small_airport
YCPK,Coombing Park Airport,Carcoar,AU,small_airport
YCPN,Carpentaria Downs Airport,Carpentaria Downs,AU,small_airport
YCPR,Cape Preston Airport,Cape Preston,AU,small_airport
YCPT,Carrapateena Airport,Carrapateena mine,AU,small_airport
YCRA,Carinda Airport,,AU,small_airport
YCRD,Currandooley Airport,Currandooley,AU,small_airport
YCRE,Cressy Aerodrome,,AU,small_airport
YCRG,Corryong Airport,,AU,medium_airport
YCRK,Christmas Creek Station Airport,Wangkat Jungka,AU,small_airport
YCRL,Crookwell Airport,Crookwell,AU,small_airport
Y06T,Cranbrook Airport,,AU,small_airport
YCRO,Crown Towers Heliport,,AU,heliport
YCRT,Carrieton Airport,,AU,small_airport
YCRY,Croydon Airport,,AU,small_airport
YCSI,Cassilis Rotherw Airport,,AU,small_airport
YCSK,Casey Station Skiway,Casey Station,AQ,small_airport
YCSL,Consuelo Airport,,AU,small_airport
YCSP,Curtin Springs Airport,,AU,small_airport
YCST,Carcuma Airport,Carcory Station,AU,small_airport
YCSV,Collinsville Airport,,AU,small_airport
YCTA,Coolatai Airport,,AU,small_airport
YCTC,Cotten Creek Airport,Parnnguar,AU,small_airport
YCTH,Chatsworth Airport,,AU,small_airport
YCTI,Cockatoo Island Airport,Kimbolton,AU,small_airport
YCTM,Cootamundra Airport,,AU,medium_airport
YCTN,Casterton Airport,,AU,small_airport
YCTS,Calton Hills Airport,,AU,small_airport
YCUA,Cudal Airport,,AU,small_airport
YCUD,Cuddapan Airport,,AU,small_airport
YCUE,Cue Airport,,AU,small_airport
YCUN,Cunderdin Airport,,AU,small_airport
YCUR,Cabramurra Airport,Cabramurra Township,AU,small_airport
YCUS,Cummins Airport,,AU,small_airport
YCUT,Cuthero Airport,,AU,small_airport
YCVA,Clare Valley Aerodrome,Clare,AU,small_airport
YCVB,St Vincents - Victoria Barracks Helipad,Sydney,AU,heliport
YCVG,Calvin Grove Airport,,AU,small_airport
YCVS,Cervantes Airport,,AU,small_airport
YCWA,Coondewanna Airport,Coondewanna,AU,small_airport
YCWE,Cape Wessels Airport,,AU,small_airport
YCWH,Commonwealth Hill Airport,,AU,small_airport
YCWI,Cowarie Airport,,AU,small_airport
YCWL,Cowell Airport,,AU,small_airport
YCWN,Corowa Downs Airport,,AU,small_airport
YCWO,Chatsworth Airport,,AU,small_airport
YCWR,Cowra Airport,,AU,medium_airport
YCWW,Canowindra Airport,,AU,small_airport
YCWY,Coolawanyah Airport,Coolawanyah Station,AU,small_airport
YCXA,Cooloola Village Airpark,,AU,small_airport
YCYT,Crystal Brook Airport,,AU,small_airport
YDAG,Dagworth Airport,,AU,small_airport
YDAJ,Dajarra Airport,,AU,small_airport
YDAL,Dallas Airport,,AU,small_airport
YDAR,Darlington Airport,Runnymede,AU,small_airport
YDAY,Dalby Airport,,AU,small_airport
YDBI,Dirranbandi Airport,,AU,medium_airport
YDBR,Dunbar Airport,Maramie,AU,small_airport
YDBY,Derby Airport,Derby,AU,medium_airport
YDDF,Drumduff Airport,Palmer,AU,small_airport
YDDI,Daydream Island Helipad,Whitsundays,AU,heliport
YDDY,Douglas Daly Airstrip,,AU,small_airport
YDEA,Delara Airfield,Bulman,AU,small_airport
YDEG,Delegate Airport,,AU,small_airport
YDEK,Denmark Airport,Denmark,AU,small_airport
YDER,Derrinallum Airport,,AU,small_airport
YDEV,Devoncourt Airport,,AU,small_airport
YDFD,Dexfield Park,Wauchope,AU,small_airport
YDGA,Dalgaranga Gold Mine Airport,,AU,small_airport
YDGI,Dullingari Airport,,AU,small_airport
YDGN,Doongan Airport,Drysdale River,AU,small_airport
YDGR,Dalgaranga Airport,,AU,small_airport
YDGT,Dalgety Downs Station Airport,,AU,small_airport
YDGU,DeGrussa Airport,,AU,small_airport
YDGY,De Grey Homestead Airport,De Grey,AU,small_airport
YDHL,Dhalinbuy Airport,,AU,small_airport
YDIM,Dimbulah Airport,,AU,small_airport
YDIX,Dixie Airport,New Dixie,AU,small_airport
YDKI,Dunk Island Airport,Dunk Island,AU,small_airport
YDLC,Dulacca Airport,,AU,small_airport
YDLD,Delmore Downs Airport,,AU,small_airport
YDLH,[Duplicate] Dalhousie Airport,,AU,small_airport
YDLK,Dulkaninna Airport,Dulkaninna,AU,small_airport
YDLL,Dunolly Airport,,AU,small_airport
YDLO,Darlot Airport,,AU,small_airport
YDLQ,Deniliquin Airport,Deniliquin,AU,medium_airport
YDLT,Delta Downs Airport,,AU,small_airport
YDLV,Delissaville Airport,,AU,small_airport
YDLW,Daly Waters Airport,Daly Waters,AU,small_airport
YDME,Mount Dimer Airport,,AU,small_airport
YDMF,Diemal Find Airport,,AU,small_airport
YDMG,Doomadgee Airport,,AU,small_airport
YDMN,Daly River Airport,Nauiyu,AU,small_airport
YDMR,Delamere Station Airport,,AU,small_airport
YDNB,Doongmabulla Airport,,AU,small_airport
YDNI,Darnley Island Airport,Darnley Island,AU,small_airport
YDNK,Darnick Airport,,AU,small_airport
YDNR,Dunmore Manila Airport,,AU,small_airport
YDNV,Dynevor Downs Airport,,AU,small_airport
YDOC,Dochra Airfield,Singleton,AU,small_airport
YDOD,Donald Airport,,AU,small_airport
YDON,Dowerin Airport,,AU,small_airport
YDOO,Donors Hill Airport,,AU,small_airport
YDOP,Donnington Airpark,Donnington,AU,small_airport
YDOR,Dorunda Airport,Dorunda Outstation,AU,small_airport
YDPD,Davenport Downs Airport,,AU,small_airport
YDPO,Devonport Airport,Devonport,AU,medium_airport
YDPR,Dneiper Airport,,AU,small_airport
YDPS,Depot Springs Airport,,AU,small_airport
YDPT,Depot Outcamp Airport,,AU,small_airport
YDPW,Deep Well Airport,,AU,small_airport
YDRA,Dongara Airport,Port Denison,AU,small_airport
YDRC,Dairy Creek Homestead Airport,,AU,small_airport
YDRD,Drysdale River Airport,Drysdale River,AU,small_airport
YDRG,Duaringa Airstrip,Duaringa,AU,small_airport
YDRH,Durham Downs Airport,,AU,small_airport
YDRI,Durrie Airport,,AU,small_airport
YDRL,De Rose Hill Airport,De Rose Hill,AU,small_airport
YDRN,Drouin Airport,Drouin,AU,small_airport
YDUK,Duketon Airport,Bandya,AU,small_airport
YDUM,Dumbleyung Airport,,AU,small_airport
YDUN,Dunwich Airport,North Stradbroke Island,AU,small_airport
YDVE,Dale River Airport,,AU,small_airport
YDVR,Docker River Airport,Kaltukatjara,AU,small_airport
YDWF,Delamere Range Facility Airport,,AU,small_airport
YDWU,Dalwallinu Airport,,AU,small_airport
YDYD,Derry Downs Airport,,AU,small_airport
YDYS,Dysart Airport,,AU,medium_airport
YEAB,Euabalong Airport,,AU,small_airport
YEAT,Yea Airport,,AU,small_airport
YECB,Eco Beach Airport,Broome,AU,small_airport
YECH,Echuca Airport,,AU,medium_airport
YECL,Eucla Airport,,AU,small_airport
YEDA,Etadunna Airport,Etadunna,AU,small_airport
YEDE,Edenhope Airport,,AU,small_airport
YEDM,Edmund Station Airport,,AU,small_airport
YEEB,Eneabba Airport,Eneabba,AU,small_airport
YEES,Elderslie Airport,,AU,small_airport
YEGA,Engonnia Airport,,AU,small_airport
YEHP,Erina Heliport,Erina,AU,heliport
YEIN,Einasleigh Airport,Einasleigh,AU,small_airport
YEJI,East Jaurdi Airport,,AU,small_airport
YELD,Elcho Island Airport,Elcho Island,AU,medium_airport
YELE,Belele Airport,,AU,small_airport
YELG,Elengerah Airport,,AU,small_airport
YELK,Elkedra Airport,,AU,small_airport
YELL,Elliott Airport,Elliott,AU,small_airport
YELM,Elmore Airport,,AU,small_airport
YELN,Elliston Airport,Elliston,AU,small_airport
YELS,Baddaginnie (Earlston) Airport,Violet Town,AU,small_airport
YELW,Eildon Weir Airport,,AU,small_airport
YEMG,Eromanga Airport,,AU,small_airport
YEMJ,Emu Junction Airport,,AU,small_airport
YEML,Emerald Airport,Emerald,AU,medium_airport
YEMP,Emu Park Authorised Landing Area,Emu Park,AU,small_airport
YENO,Enoggera Barracks,Enoggera,AU,heliport
YEPL,Epsilon Airport,,AU,small_airport
YEPR,Epenarra Airport,,AU,small_airport
YEPT,Emu Point Airstrip,,AU,small_airport
YEQO,El Questro Airport,,AU,small_airport
YERA,Errabiddy Homestead Airport,,AU,small_airport
YERH,Earaheedy Airport,,AU,small_airport
YERL,Erldunda Airport,Ghan,AU,small_airport
YERN,Ernabella Airport,,AU,small_airport
YERO,Erong Station Airport,,AU,small_airport
YERU,Erudina Airport,,AU,small_airport
YESC,Escott Airport,,AU,small_airport
YESE,Elrose Airport,Elrose Mine,AU,small_airport
YESP,Esperance Airport,Esperance,AU,medium_airport
YETT,North Gregory/Elliott Field,Bundaberg,AU,small_airport
YEUA,Euroa Aerodrome,Euroa,AU,small_airport
YEUD,Eudamulla Station Airport,,AU,small_airport
YEUL,Eulalia Airport,,AU,small_airport
YEUO,Eulo Airport,,AU,small_airport
YEVA,Eva Downs Airport,Eva Downs,AU,small_airport
YEVD,Evans Head Aerodrome,,AU,small_airport
YEVP,Everard Park Airport,Mimili,AU,small_airport
YEWA,Eliwana,,AU,medium_airport
YEWO,Brewon Airport,Carinda,AU,small_airport
YEXM,Exmouth Airport,Exmouth,AU,small_airport
YEYD,Evelyn Downs Airport,,AU,small_airport
YFBS,Forbes Airport,Forbes,AU,medium_airport
YFCK,Fish Creek Airport,Fish Creek,AU,small_airport
YFCN,Fort Constantine Airport,Cloncurry,AU,small_airport
YFCU,Fortescue River Airport,,AU,small_airport
YFDF,Fortescue - Dave Forrest Aerodrome,Cloudbreak Village,AU,small_airport
YFDN,Federation Hsd Airport,,AU,small_airport
YFFT,Farrell Flat Airport,,AU,small_airport
YFHA,Finch Hatton Airfield,Finch Hatton,AU,small_airport
YFHO,Fairfield Hospital Helipad,Fairfield,AU,heliport
YFIL,Finley Airport,,AU,small_airport
YFLI,Flinders Island Airport,Whitemark,AU,small_airport
YFLO,Flora Valley Airport,,AU,small_airport
YFLS,Flinders Island Airport,,AU,small_airport
YFNE,Finke Airport,Finke,AU,small_airport
YFOR,Fortnum Airport,,AU,small_airport
YFRD,Frome Downs Airport,,AU,small_airport
YFRG,Fregon Airport,,AU,small_airport
YFRI,Friendly Beaches Airport,,AU,small_airport
YFRK,Frankland Airport,Frankland River,AU,small_airport
YFRT,Forrest Airport,,AU,medium_airport
YFRV,Oombulgurri Airport,Oombulgurri,AU,small_airport
YFSA,Forsayth Airport,,AU,small_airport
YFSK,Fiskville Airport,Fiskville,AU,small_airport
YFST,Forster (Wallis Is) Airport,,AU,small_airport
YFTA,Forrestania Airport,,AU,small_airport
YFTL,Fremantle Heliport,Fremantle,AU,heliport
YFTN,Mount Fitton Talc Airport,,AU,small_airport
YFTZ,Fitzroy Crossing Airport,,AU,medium_airport
YFVW,Fairview Airport,,AU,small_airport
YFWY,Faraway Bay Airport,,AU,small_airport
YGAD,HMAS Stirling Military Airport,Garden Island,AU,small_airport
YGAH,Greenbah Airport,,AU,small_airport
YGAM,Gamboola Airport,Gamboola,AU,small_airport
YGAN,Gan Gan Airport,Gan Gan,AU,small_airport
YGAR,Gnaraloo Station Airport,MacLeod,AU,small_airport
YGAS,Gatton Airpark,Gatton,AU,small_airport
YGAW,Gawler Airport,,AU,small_airport
YGAY,Gayndah Airport,Gayndah,AU,small_airport
YGBI,South Goulburn Is Airport,,AU,small_airport
YGBO,Gabo Island Airport,Mallacoota,AU,small_airport
YGBW,Gunbower Airport,,AU,small_airport
YCAX,Gold Coast Life Saver Base,Carrara Gold Coast,AU,heliport
YGCR,Gloucester Airport,,AU,small_airport
YGDA,Goodooga Airport,,AU,small_airport
YGDH,Gunnedah Airport,,AU,medium_airport
YGDI,Goondiwindi Airport,,AU,small_airport
YGDN,Gordon Downs Airport,Gordon Downs,AU,small_airport
YGDO,Gundaroo Airport,,AU,small_airport
YGDR,The Garden Airport,,AU,small_airport
YGDS,Gregory Downs Airport,,AU,small_airport
YGDV,Galdeville Airport,,AU,small_airport
YGDW,Granite Downs Airport,,AU,small_airport
YGEL,Geraldton Airport,Moonyoonooka,AU,medium_airport
YGEN,The Glen Airfield,Byfield,AU,small_airport
YGFN,Clarence Valley Regional Airport,Grafton,AU,medium_airport
YGGE,Golden Grove Airport,,AU,small_airport
YGGI,Goolgowi Airport,,AU,small_airport
YGGL,Glen Garland Airport,,AU,small_airport
YGGO,Goonoo Goonoo Airport,,AU,small_airport
YGGS,Gregory Springs Airport,,AU,small_airport
YGHP,Glenample Heliport,Princetown,AU,heliport
YGHS,Gnaraloo Homestead Airfield,MacLeod,AU,small_airport
YGHT,Mirage Helipad,Gold Coast,AU,heliport
YGIA,Ginbata Airport,Ginbata,AU,small_airport
YGIB,Gibb River Airport,Gibb,AU,small_airport
YGID,Gidgee Airport,,AU,small_airport
YGIF,Gifford Creek Station Airport,,AU,small_airport
YGIG,RAAF Gingin,,AU,small_airport
YGIL,Gilgandra Airport,,AU,small_airport
YGIR,Giralia Airport,Exmouth Gulf,AU,small_airport
YGIS,Gisborne Helipad,Gisborne,AU,heliport
YGKL,Great Keppel Is Airport,Great Keppel Island,AU,small_airport
YGLA,Gladstone Airport,Gladstone,AU,medium_airport
YGLB,Goulburn Airport,,AU,medium_airport
YGLD,Glendambo Airport,Glendambo,AU,small_airport
YGLE,Glengyle Airport,,AU,small_airport
YGLI,Glen Innes Airport,Glen Innes,AU,medium_airport
YGLK,Glenbrook NPWS Heliport,Glenbrook National Parks & Wildlife Service,AU,heliport
YGLN,Glencoe Airport,Collie,AU,small_airport
YGLO,Glenormiston Airport,,AU,small_airport
YGLP,Gallipolli Airport,Nicholson,AU,small_airport
YGLS,Giles Airport,Warakurna,AU,small_airport
YGLY,Glenayle Homestead Airport,,AU,small_airport
YGMD,Goomadeer Airport,,AU,small_airport
YGMP,Grampians Airport,,AU,small_airport
YGMT,Greenmount ALA,Greenmount,AU,small_airport
CYGN,Greenway Sound Seaplane Base,Broughton Island,CA,seaplane_base
YGNA,Granada Airport,,AU,small_airport
YGNB,RAAF Base Glenbrook,Glenbrook,AU,heliport
YGNE,Gnarwarre Airstrip,,AU,small_airport
YGNF,Grenfell Airport,Grenfell,AU,small_airport
YGNI,Green Island Helipad,Cairns,AU,heliport
YGNO,Goonoo Feedlot Airstrip,,AU,small_airport
YGNR,Glenore Airport,Glenore,AU,small_airport
YGNV,Greenvale Airport,,AU,small_airport
YGNW,Gnowangerup Airport,,AU,small_airport
YGOM,Goomalling Airport,,AU,small_airport
YGON,Mount Gordon Airport,Mount Gordon Mine,AU,small_airport
YGPI,Giles Point Airport,,AU,small_airport
YGPR,Gunpowder Airport,,AU,small_airport
YGPT,Garden Point Airport,Pirlangimpi,AU,medium_airport
YGRL,Great Lakes Vi Airport,,AU,small_airport
YGRU,Glen Ruth Airport,,AU,small_airport
YGSC,Gascoyne Junction Airport,Gascoyne Junction,AU,small_airport
YGSD,Greenside Airstrip,Muchea,AU,small_airport
YGSN,Mount Gibson Airstrip,,AU,small_airport
YGTC,Gemtree Caravan Park Airstrip,Anmatjere,AU,small_airport
YGTE,Groote Eylandt Airport,Groote Eylandt,AU,medium_airport
YGTH,Griffith Airport,Griffith,AU,medium_airport
YGTN,Georgetown Airport,Georgetown,AU,small_airport
YGTO,George Town Airport,George Town,AU,small_airport
YGUL,Gullewa Airport,,AU,small_airport
YGUW,Gunnawarra Airport,,AU,small_airport
YGVE,Glendevie Airport,,AU,small_airport
YGWA,Goolwa Airport,Goolwa,AU,small_airport
YGWD,Galway Downs Airport,,AU,small_airport
YGYM,Gympie Airport,,AU,small_airport
YHAA,Haasts Bluff Airport,,AU,small_airport
YHAB,Hideaway Bay Airport,,AU,small_airport
YHAE,Harden Airport,,AU,small_airport
YHAG,Haig Airport,,AU,small_airport
YHAW,Wilpena Pound Airport,Hawker,AU,small_airport
YHAY,Hay Airport,,AU,medium_airport
YHBA,Hervey Bay Airport,Hervey Bay,AU,medium_airport
YHBK,Holbrook Airport,Holbrook,AU,small_airport
YHBR,Humbert River Airport,,AU,small_airport
YHBY,Henbury Airport,Ghan,AU,small_airport
YHCS,Herbertvale Cattleyard Airport,,AU,small_airport
YHCT,Heathcote Emergency Airport,,AU,small_airport
YHDD,Hodgson Downs Airport,,AU,small_airport
YHDY,Headingly Airport,,AU,small_airport
YHEC,Heck Field Airport,,AU,small_airport
YHEG,Hells Gate Airport,,AU,small_airport
YHEW,Hedlow Airport,Mulara,AU,small_airport
YHGR,Hugh River Airport,,AU,small_airport
YHGS,Hughes Siding Airport,,AU,small_airport
YHHY,Highbury Airport,Highbury,AU,small_airport
YHID,Horn Island Airport,Horn,AU,medium_airport
YHIL,Hillside Airport,Hillside,AU,small_airport
YHKT,Huckitta Airport,,AU,small_airport
YHLC,Halls Creek Airport,,AU,medium_airport
YHLG,Hillgrove Airport,,AU,small_airport
YHLM,Hillman Farm Airport,Darkan,AU,small_airport
YHLN,Helen Springs Airstrip,,AU,small_airport
YHLS,Hillston Airport,,AU,small_airport
YHMB,Hermannsburg Airport,Hermannsburg (Ntaria),AU,small_airport
YHMH,Hillary's Marina Helipad,,AU,heliport
YHML,Hamilton Airport,,AU,medium_airport
YHMT,Hamilton Airport,,AU,small_airport
YHOA,Howard Island Airport,,AU,small_airport
YHON,Honeymoon Airport,Honeymoon Uranium Mine,AU,small_airport
YHOO,Hooker Creek Airport,Lajamanu,AU,small_airport
